Unnamed: 0,Participant,MT,strategy,repetition,IDe
4149,11,0.6299999999999999,1,2,1.813319114480688
4150,11,0.2800000000000002,1,2,1.813319114480688
4151,11,0.6500000000000004,1,2,1.813319114480688
4152,11,0.4000000000000003,1,2,1.813319114480688
4153,11,0.8000000000000007,1,2,1.813319114480688
4154,11,0.5399999999999991,1,2,1.813319114480688
4155,11,0.5399999999999991,1,2,1.813319114480688
4156,11,0.509999999999998,1,2,1.813319114480688
4157,11,0.4099999999999966,1,2,1.813319114480688
4158,11,0.519999999999996,1,2,1.813319114480688
4159,11,0.4299999999999997,1,2,1.813319114480688
4160,11,0.3299999999999983,1,2,1.813319114480688
4161,11,0.269999999999996,1,2,1.813319114480688
4162,11,0.4199999999999946,1,2,1.813319114480688
4163,11,0.3700000000000045,1,2,1.813319114480688
4197,11,1.59,1,4,2.2606975967982312
4198,11,1.6400000000000006,1,4,2.2606975967982312
4199,11,1.9300000000000013,1,4,2.2606975967982312
4200,11,2.4899999999999984,1,4,2.2606975967982312
4201,11,1.4700000000000024,1,4,2.2606975967982312
4202,11,2.599999999999998,1,4,2.2606975967982312
4203,11,0.8500000000000014,1,4,2.2606975967982312
4204,11,2.210000000000001,1,4,2.2606975967982312
4205,11,2.0,1,4,2.2606975967982312
4206,11,2.8999999999999986,1,4,2.2606975967982312
4207,11,1.9600000000000009,1,4,2.2606975967982312
4208,11,2.8600000000000065,1,4,2.2606975967982312
4209,11,2.5799999999999983,1,4,2.2606975967982312
4210,11,3.1099999999999994,1,4,2.2606975967982312
4211,11,0.7000000000000028,1,4,2.2606975967982312
3965,11,0.4900000000000002,1,1,2.300427508215106
3966,11,0.4399999999999995,1,1,2.300427508215106
3967,11,0.5999999999999996,1,1,2.300427508215106
3968,11,0.3599999999999994,1,1,2.300427508215106
3969,11,0.3100000000000023,1,1,2.300427508215106
3970,11,0.7399999999999949,1,1,2.300427508215106
3971,11,0.4899999999999949,1,1,2.300427508215106
3972,11,0.3800000000000025,1,1,2.300427508215106
3973,11,0.5,1,1,2.300427508215106
3974,11,0.6099999999999994,1,1,2.300427508215106
3975,11,0.6899999999999977,1,1,2.300427508215106
3976,11,0.4899999999999949,1,1,2.300427508215106
3977,11,0.3699999999999903,1,1,2.300427508215106
3978,11,0.480000000000004,1,1,2.300427508215106
4117,11,0.4399999999999999,1,3,2.3087874287158474
4118,11,0.5,1,3,2.3087874287158474
4119,11,0.5699999999999985,1,3,2.3087874287158474
4120,11,1.1099999999999994,1,3,2.3087874287158474
4121,11,0.4100000000000001,1,3,2.3087874287158474
4122,11,1.16,1,3,2.3087874287158474
4123,11,1.3200000000000038,1,3,2.3087874287158474
4124,11,1.2100000000000009,1,3,2.3087874287158474
4125,11,1.0,1,3,2.3087874287158474
4126,11,1.009999999999998,1,3,2.3087874287158474
4127,11,0.8100000000000023,1,3,2.3087874287158474
4128,11,0.9399999999999976,1,3,2.3087874287158474
4129,11,0.3900000000000005,1,3,2.3087874287158474
4130,11,1.0399999999999991,1,3,2.3087874287158474
4131,11,1.1900000000000048,1,3,2.3087874287158474
3902,11,1.87,1,5,2.5040159861927203
3903,11,1.1999999999999993,1,5,2.5040159861927203
3904,11,1.99,1,5,2.5040159861927203
3905,11,1.4500000000000028,1,5,2.5040159861927203
3906,11,1.3999999999999986,1,5,2.5040159861927203
3907,11,0.4100000000000037,1,5,2.5040159861927203
3908,11,1.740000000000002,1,5,2.5040159861927203
3909,11,0.8400000000000034,1,5,2.5040159861927203
3910,11,2.039999999999999,1,5,2.5040159861927203
3911,11,1.8100000000000025,1,5,2.5040159861927203
3912,11,1.3800000000000097,1,5,2.5040159861927203
3913,11,1.5600000000000025,1,5,2.5040159861927203
3914,11,1.3500000000000083,1,5,2.5040159861927203
3915,11,1.3900000000000006,1,5,2.5040159861927203
